Carl Goes Up,['Michael Giacchino'],Up,2009,3:33,https://lh3.googleusercontent.com/XN_TYxbrxokSd8Ez_Ty2HWMQOq0l3WULBcZ4MVHBErn_skOYTIN3IpW0jmiGQGTFcBFJTZusnXbN0iz8wg=w544-h544-l90-rj,https://music.youtube.com/watch?v=BSCvj3q5GPc,"['Michael Giacchino', 'マイケルジアッキーノ', 'マイケル・ジアッキーノ', 'Майкл Джаккино', 'Up', 'Carl Goes Up']"
遺サレタ場所/斜光,"['Keiichi Okabe', 'Keiichi Okabe', 'Keiichi Okabe']",NieR:Automata Original Soundtrack,None,6:23,https://lh3.googleusercontent.com/qDnWIEg-eb-M-9TwYXZOLPTfUGfWbD4VS9YroRTFT1w6p-3dAChBA3NxL8fQkg9trt4dBV1L_uVq_2khLQ=w544-h544-s-l90-rj,https://music.youtube.com/watch?v=hMw-DUnR10s,"['Keiichi Okabe', '岡部 啓一', 'NieR:Automata Original Soundtrack', 'City Ruins (Rays of Light)']"
Weight of the World/壊レタ世界ノ歌,"['Keiichi Okabe', 'ヨコオタロウ', 'Keiichi Okabe', 'Keiichi Okabe']",NieR:Automata Original Soundtrack,None,5:44,https://lh3.googleusercontent.com/qDnWIEg-eb-M-9TwYXZOLPTfUGfWbD4VS9YroRTFT1w6p-3dAChBA3NxL8fQkg9trt4dBV1L_uVq_2khLQ=w544-h544-s-l90-rj,https://music.youtube.com/watch?v=Dsk3DTdTY3Y,"['Keiichi Okabe', '岡部 啓一', 'ヨコオタロウ', 'NieR:Automata Original Soundtrack', 'Weight of the World Kowaretasekainouta - Marina Kawano']"
Weight of the World/English Version,"['Keiichi Okabe', ""J'Nique Nicole"", 'Keiichi Okabe', 'Keiichi Okabe']",NieR:Automata Original Soundtrack,None,5:45,https://lh3.googleusercontent.com/qDnWIEg-eb-M-9TwYXZOLPTfUGfWbD4VS9YroRTFT1w6p-3dAChBA3NxL8fQkg9trt4dBV1L_uVq_2khLQ=w544-h544-s-l90-rj,https://music.youtube.com/watch?v=ToBQY630PZE,"['Keiichi Okabe', '岡部 啓一', ""J'Nique Nicole"", 'NieR:Automata Original Soundtrack', ""Weight of the World English Version - J'Nique Nicole""]"
遊園施設,"['Keigo Hoashi', 'Keigo Hoashi', 'Keigo Hoashi']",NieR:Automata Original Soundtrack,None,6:19,https://lh3.googleusercontent.com/qDnWIEg-eb-M-9TwYXZOLPTfUGfWbD4VS9YroRTFT1w6p-3dAChBA3NxL8fQkg9trt4dBV1L_uVq_2khLQ=w544-h544-s-l90-rj,https://music.youtube.com/watch?v=8jpJM6nc6fE,"['Keigo Hoashi', '帆足 圭吾', 'NieR:Automata Original Soundtrack', 'Amusement Park']"
Butter-Fly,['전영호'],Butter-Fly (디지몬 어드벤처),None,4:36,https://lh3.googleusercontent.com/JerqQ2i_9bnGmIyUoOe5A1WGaP7w62Zm0wAAi__oc26YivngS_EDpPg027gIKQ9IOAVCG02kAdxd_kjL=w544-h544-l90-rj,https://music.youtube.com/watch?v=c-2T-JnXEr8,"['전영호', 'Butter-Fly (디지몬 어드벤처)', 'Butter-Fly']"
Courtesy,['Chipzel'],Super Hexagon,2012,3:13,https://lh3.googleusercontent.com/9ELUaZSRcJ3kz9_DABP1WvpHy2MKpTbnUlytwZOAiwtJ5wR3ehHQT1obPT_K2FwB-maNgscUus4JgKy5=w544-h544-l90-rj,https://music.youtube.com/watch?v=Jb0FPAnxSjY,"['Chipzel', 'Super', 'Hexagon', 'Courtesy']"
Otis,['Chipzel'],Super Hexagon,2012,2:36,https://lh3.googleusercontent.com/9ELUaZSRcJ3kz9_DABP1WvpHy2MKpTbnUlytwZOAiwtJ5wR3ehHQT1obPT_K2FwB-maNgscUus4JgKy5=w544-h544-l90-rj,https://music.youtube.com/watch?v=0_gBrYzLy3Y,"['Chipzel', 'Super', 'Hexagon', 'Otis']"
Focus,['Chipzel'],Super Hexagon,2012,2:42,https://lh3.googleusercontent.com/9ELUaZSRcJ3kz9_DABP1WvpHy2MKpTbnUlytwZOAiwtJ5wR3ehHQT1obPT_K2FwB-maNgscUus4JgKy5=w544-h544-l90-rj,https://music.youtube.com/watch?v=wD3j1O1XHQY,"['Chipzel', 'Super', 'Hexagon', 'Focus']"
"Everything's Alright (From ""To the Moon"")",['Laura Shigihara'],"Everything's Alright (From ""To the Moon"")",None,3:26,https://lh3.googleusercontent.com/2XEu_9XQwG0F9UGFH-sSn04lFk8y3zRcwCllEnJOg-LosHCrYVubKFk_Ak-r3HYuJ9vvf86F2sNl9BkO=w544-h544-l90-rj,https://music.youtube.com/watch?v=nIZxh_nc64w,"['Laura', 'Shigihara', ""Everything's"", 'Alright', '(From', 'To', 'the', 'Moon)']"
